debugRCQK74:debugXX1A8H,initialized,0,,1546905986156
debugRCQK74:debugXX1A8H,window_resize,0,"[1024, 746]",1546905986156
debugRCQK74:debugXX1A8H,focus,4736,off,1546905990892
debugRCQK74:debugXX1A8H,focus,1573,on,1546905992465
debugX7XFE1:debugDTQSYA,initialized,0,,1546907761822
debugX7XFE1:debugDTQSYA,window_resize,0,"[1024, 746]",1546907761822
debugJ8H2G7:debugCB8XG4,initialized,0,,1546910234334
debugJ8H2G7:debugCB8XG4,window_resize,0,"[1024, 746]",1546910234334
debugJ8H2G7:debugCB8XG4,focus,398032,off,1546910632366
debugJ8H2G7:debugCB8XG4,focus,1828,on,1546910634194
debug0LHBU5:debugLV39QB,initialized,0,,1547141184267
debug0LHBU5:debugLV39QB,window_resize,0,"[1024, 684]",1547141184267
debug0LHBU5:debugLV39QB,window_resize,16519,"[567, 684]",1547141200786
debug0LHBU5:debugLV39QB,window_resize,701,"[1108, 684]",1547141201487
debug0LHBU5:debugLV39QB,window_resize,1553,"[1101, 684]",1547141203040
debug0LHBU5:debugLV39QB,window_resize,382,"[1100, 684]",1547141203422
debug0LHBU5:debugLV39QB,window_resize,1080,"[1108, 684]",1547141204502
debug0LHBU5:debugLV39QB,window_resize,1248,"[688, 684]",1547141205750
debug0LHBU5:debugLV39QB,window_resize,1685,"[552, 684]",1547141207435
debug0LHBU5:debugLV39QB,focus,9721,off,1547141217156
debug0LHBU5:debugLV39QB,focus,1011,on,1547141218167
debug0LHBU5:debugLV39QB,window_resize,597900,"[584, 684]",1547141816067
debug0LHBU5:debugLV39QB,focus,79220,off,1547141895287
debug0LHBU5:debugLV39QB,focus,333974,on,1547142229261
debugMEDSAV:debugTARJZI,initialized,0,,1547147164287
debugMEDSAV:debugTARJZI,window_resize,0,"[1024, 684]",1547147164287
debugBX688M:debugFKV0PH,initialized,0,,1547702318334
debugBX688M:debugFKV0PH,window_resize,0,"[1024, 684]",1547702318334
debug78TAPC:debugYNAOCY,initialized,0,,1547704650662
debug78TAPC:debugYNAOCY,window_resize,0,"[1024, 684]",1547704650662
debug78TAPC:debugYNAOCY,focus,26613,off,1547704677275
debug78TAPC:debugYNAOCY,focus,7624,on,1547704684899
debug78TAPC:debugYNAOCY,focus,2272,off,1547704687171
debug78TAPC:debugYNAOCY,focus,17455,on,1547704704626
debug78TAPC:debugYNAOCY,focus,11983,off,1547704716609
debug78TAPC:debugYNAOCY,focus,2580,on,1547704719189
debug78TAPC:debugYNAOCY,focus,4600471,off,1547709319660
debug78TAPC:debugYNAOCY,focus,2573,on,1547709322233
debug78TAPC:debugYNAOCY,window_resize,640382,"[1024, 635]",1547709962615
debug78TAPC:debugYNAOCY,focus,3494,off,1547709966109
debug78TAPC:debugYNAOCY,window_resize,1213,"[1024, 684]",1547709967322
debug78TAPC:debugYNAOCY,focus,86935,on,1547710054257
debug78TAPC:debugYNAOCY,window_resize,3812,"[630, 684]",1547710058069
debug78TAPC:debugYNAOCY,window_resize,796,"[569, 684]",1547710058865
debug78TAPC:debugYNAOCY,window_resize,624,"[625, 684]",1547710059489
debug78TAPC:debugYNAOCY,focus,279,off,1547710059768
debug78TAPC:debugYNAOCY,focus,24692,on,1547710084460
debug78TAPC:debugYNAOCY,focus,4278,off,1547710088738
debug78TAPC:debugYNAOCY,focus,9889,on,1547710098627
debug78TAPC:debugYNAOCY,focus,1819,off,1547710100446
debug78TAPC:debugYNAOCY,focus,2540,on,1547710102986
debug78TAPC:debugYNAOCY,focus,2779,off,1547710105765
debug78TAPC:debugYNAOCY,focus,33466,on,1547710139231
debug78TAPC:debugYNAOCY,focus,3765,off,1547710142996
debug78TAPC:debugYNAOCY,focus,10279,on,1547710153275
debug78TAPC:debugYNAOCY,focus,1850,off,1547710155125
debug78TAPC:debugYNAOCY,focus,66543,on,1547710221668
debug78TAPC:debugYNAOCY,focus,1585,off,1547710223253
debug78TAPC:debugYNAOCY,focus,852,on,1547710224105
debugE3NSVU:debugRLYMUG,initialized,0,,1547750829133
debugE3NSVU:debugRLYMUG,window_resize,0,"[1024, 684]",1547750829133
debugE3NSVU:debugRLYMUG,window_resize,21616,"[1024, 635]",1547750850749
debugE3NSVU:debugRLYMUG,focus,4232,off,1547750854981
debugE3NSVU:debugRLYMUG,focus,41516,off,1547750896497
debugE3NSVU:debugRLYMUG,focus,19577,on,1547750916074
debugE3NSVU:debugRLYMUG,window_resize,133143,"[1024, 635]",1547751049217
debugE3NSVU:debugRLYMUG,focus,6205,off,1547751055422
debugE3NSVU:debugRLYMUG,focus,24891,on,1547751080313
debugE3NSVU:debugRLYMUG,focus,124563,off,1547751204876
debugE3NSVU:debugRLYMUG,focus,10412,on,1547751215288
debugE3NSVU:debugRLYMUG,focus,818,off,1547751216106
debugE3NSVU:debugRLYMUG,focus,836,on,1547751216942
debugE3NSVU:debugRLYMUG,window_resize,149833,"[1024, 635]",1547751366775
debugE3NSVU:debugRLYMUG,focus,887,on,1547751367662
debugL3Q5PA:debugFREXGI,initialized,0,,1547760692151
debugL3Q5PA:debugFREXGI,window_resize,0,"[1024, 684]",1547760692151
debugL3Q5PA:debugFREXGI,focus,367349,on,1547761059500
debugL3Q5PA:debugFREXGI,focus,3600,off,1547761063100
debugL3Q5PA:debugFREXGI,focus,918,on,1547761064018
debugL3Q5PA:debugFREXGI,focus,558,off,1547761064576
debugL3Q5PA:debugFREXGI,focus,40656,on,1547761105232
debug27NZ71:debug6ZIN0N,initialized,0,,1547761260729
debug27NZ71:debug6ZIN0N,window_resize,1,"[1024, 684]",1547761260730
debug27NZ71:debug6ZIN0N,window_resize,8910,"[1024, 635]",1547761269640
debug27NZ71:debug6ZIN0N,focus,4783,off,1547761274423
debug27NZ71:debug6ZIN0N,focus,18210,on,1547761292633
debug27NZ71:debug6ZIN0N,focus,231685,off,1547761524318
debug27NZ71:debug6ZIN0N,focus,19176,on,1547761543494
debug27NZ71:debug6ZIN0N,focus,1687,off,1547761545181
debug27NZ71:debug6ZIN0N,focus,30715,on,1547761575896
debug27NZ71:debug6ZIN0N,focus,1905,off,1547761577801
debug27NZ71:debug6ZIN0N,focus,2179,on,1547761579980
debug27NZ71:debug6ZIN0N,focus,2440,off,1547761582420
debug27NZ71:debug6ZIN0N,focus,26452,on,1547761608872
debugHVA47D:debugY1J49O,initialized,0,,1547761707542
debugHVA47D:debugY1J49O,window_resize,0,"[1024, 684]",1547761707542
debug4V2KLR:debugPD9QJV,initialized,0,,1547762381839
debug4V2KLR:debugPD9QJV,window_resize,0,"[1024, 684]",1547762381839
debugLT9S8B:debugF1ZRBA,initialized,0,,1547769038328
debugLT9S8B:debugF1ZRBA,window_resize,0,"[1024, 684]",1547769038328
debugLT9S8B:debugF1ZRBA,focus,774418,off,1547769812746
debugLT9S8B:debugF1ZRBA,focus,2772,on,1547769815518
debug34KWPY:debugB1JY7M,initialized,0,,1547773784888
debug34KWPY:debugB1JY7M,window_resize,1,"[1024, 684]",1547773784889
debugZ0P6HI:debugAJFHD3,initialized,0,,1547778776265
debugZ0P6HI:debugAJFHD3,window_resize,0,"[1024, 746]",1547778776265
debugFI9E10:debug1JWH9F,initialized,0,,1547779379432
debugFI9E10:debug1JWH9F,window_resize,0,"[1024, 746]",1547779379432
